"url_bulletins","year","month","age_group","Unit","cases","cases_percent","incidence","cases_with_complication","cases_with_complication_percent","cases_with_complication_percent_total"
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_54.pdf",2019,6,"15_39","N/1000000",822,"61.6","50.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_54.pdf",2019,6,"40_64","N/1000000",295,"22.1","13.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_54.pdf",2019,6,"65+","N/1000000",0,"0.0","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_55.pdf",2019,8,"0_4","N/1000000",166,"10.6","58.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_55.pdf",2019,8,"5_14","N/1000000",79,"5.0","11.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_55.pdf",2019,8,"15_39","N/1000000",971,"61.8","50.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_55.pdf",2019,8,"40_64","N/1000000",350,"22.3","13.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_55.pdf",2019,8,"65+","N/1000000",0,"0.0","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_56.pdf",2019,9,"0_4","N/1000000",161,"10.1","70.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_56.pdf",2019,9,"5_14","N/1000000",77,"4.8","13.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_56.pdf",2019,9,"15_39","N/1000000",993,"62.2","61.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_56.pdf",2019,9,"40_64","N/1000000",348,"21.8","15.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_56.pdf",2019,9,"65+","N/1000000",0,"0.0","0.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_57.pdf",2019,10,"0_4","N/1000000",168,"10.5","71.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_57.pdf",2019,10,"5_14","N/1000000",75,"4.7","13.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_57.pdf",2019,10,"15_39","N/1000000",1001,"62.4","62.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_57.pdf",2019,10,"40_64","N/1000000",351,"21.9","15.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_57.pdf",2019,10,"65+","N/1000000",3,"0.2","0.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,"0_4","N/1000000",172,"10.6","73.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,"5_14","N/1000000",73,"4.5","13.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,"15_39","N/1000000",1010,"62.1","62.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,"40_64","N/1000000",355,"21.8","15.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2019/bulletins/RM_News_2018_58.pdf",2019,12,"65+","N/1000000",0,"0.0","0.5",NA,NA,NA
