"url_bulletins","year","month","age_group","Unit","cases","cases_percent","incidence"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","5_14","N/100000",287,"17.7","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","15_39","N/100000",945,"58.3","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","40_64","N/100000",181,"11.2","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","65+","N/100000",3,"0.2","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","0_4","N/100000",214,"12.8","7.89"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","5_14","N/100000",296,"17.7","5.17"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","15_39","N/100000",966,"57.7","5.56"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","40_64","N/100000",189,"11.3","0.87"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","65+","N/100000",3,"0.2","0.03"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_12.pdf",2015,"1","0_4","N/100000",5,"41.6","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_12.pdf",2015,"1","5_14","N/100000",1,"8.4","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_12.pdf",2015,"1","15_39","N/100000",3,"24.9","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_12.pdf",2015,"1","40_64","N/100000",2,"16.7","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_12.pdf",2015,"1","65+","N/100000",1,"8.4","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_13.pdf",2015,"2","0_4","N/100000",8,"24.3","0.29"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_13.pdf",2015,"2","5_14","N/100000",3,"9.1","0.05"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_13.pdf",2015,"2","15_39","N/100000",17,"51.6","0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_13.pdf",2015,"2","40_64","N/100000",4,"12.1","0.02"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_13.pdf",2015,"2","65+","N/100000",1,"2.9","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_14.pdf",2015,"3","0_4","N/100000",13,"27","0.48"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_14.pdf",2015,"3","5_14","N/100000",3,"6.2","0.05"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_14.pdf",2015,"3","15_39","N/100000",26,"54.1","0.15"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_14.pdf",2015,"3","40_64","N/100000",5,"10.4","0.02"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_14.pdf",2015,"3","65+","N/100000",1,"2","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,"4","0_4","N/100000",14,"21.2","0.51"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,"4","5_14","N/100000",13,"19.6","0.23"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,"4","15_39","N/100000",33,"50.1","0.19"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,"4","40_64","N/100000",5,"7.6","0.02"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,"4","65+","N/100000",1,"1.5","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,"5","0_4","N/100000",19,"18.9","0.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,"5","5_14","N/100000",20,"19.8","0.35"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,"5","15_39","N/100000",52,"51.5","0.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,"5","40_64","N/100000",9,"9","0.04"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,"5","65+","N/100000",1,"1.1","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,"6","0_4","N/100000",22,"17.8","0.81"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,"6","5_14","N/100000",21,"17","0.37"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,"6","15_39","N/100000",66,"53.6","0.38"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,"6","40_64","N/100000",13,"10.6","0.06"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,"6","65+","N/100000",1,"0.8","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,"7","0_4","N/100000",24,"17.2","0.88"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,"7","5_14","N/100000",21,"14.9","0.37"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,"7","15_39","N/100000",80,"57.2","0.46"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,"7","40_64","N/100000",14,"10","0.06"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,"7","65+","N/100000",1,"0.7","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_19.pdf",2015,"8","0_4","N/100000",26,"17.2","0.95"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_19.pdf",2015,"8","5_14","N/100000",21,"13.9","0.37"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_19.pdf",2015,"8","15_39","N/100000",87,"58","0.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_19.pdf",2015,"8","40_64","N/100000",16,"10.7","0.07"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_19.pdf",2015,"8","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_20.pdf",2015,"9","0_4","N/100000",30,"17.5","1.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_20.pdf",2015,"9","5_14","N/100000",25,"14.5","0.44"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_20.pdf",2015,"9","15_39","N/100000",95,"55.5","0.55"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_20.pdf",2015,"9","40_64","N/100000",20,"11.6","0.09"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_20.pdf",2015,"9","65+","N/100000",1,"0.5","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_21.pdf",2015,"10","0_4","N/100000",25,"14.6","0.92"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_21.pdf",2015,"10","5_14","N/100000",24,"14","0.42"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_21.pdf",2015,"10","15_39","N/100000",103,"59.9","0.59"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_21.pdf",2015,"10","40_64","N/100000",19,"11.1","0.09"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_21.pdf",2015,"10","65+","N/100000",1,"0.6","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_22.pdf",2015,"11","0_4","N/100000",38,"18.5","1.39"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_22.pdf",2015,"11","5_14","N/100000",25,"12.2","0.44"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_22.pdf",2015,"11","15_39","N/100000",119,"58.3","0.68"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_22.pdf",2015,"11","40_64","N/100000",21,"10.2","0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_22.pdf",2015,"11","65+","N/100000",1,"0.5","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_23.pdf",2015,"12","0_4","N/100000",53,"21.1","1.95"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_23.pdf",2015,"12","5_14","N/100000",35,"14","0.61"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_23.pdf",2015,"12","15_39","N/100000",135,"53.8","0.78"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_23.pdf",2015,"12","40_64","N/100000",27,"10.7","0.12"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_23.pdf",2015,"12","65+","N/100000",1,"0.3","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_24.pdf",2016,"1","0_4","N/100000",21,"30.4","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_24.pdf",2016,"1","5_14","N/100000",16,"23.1","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_24.pdf",2016,"1","15_39","N/100000",22,"31.8","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_24.pdf",2016,"1","40_64","N/100000",10,"14.5","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_24.pdf",2016,"1","65+","N/100000",0,"0","NA"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_25.pdf",2016,"2","0_4","N/100000",43,"30.5","1.58"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_25.pdf",2016,"2","5_14","N/100000",22,"15.6","0.38"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_25.pdf",2016,"2","15_39","N/100000",56,"39.7","0.32"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_25.pdf",2016,"2","40_64","N/100000",20,"14.2","0.09"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_25.pdf",2016,"2","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_26.pdf",2016,"3","0_4","N/100000",59,"26.8","2.17"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_26.pdf",2016,"3","5_14","N/100000",33,"15","0.58"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_26.pdf",2016,"3","15_39","N/100000",93,"42.3","0.53"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_26.pdf",2016,"3","40_64","N/100000",35,"15.9","0.16"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_26.pdf",2016,"3","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_27_def.pdf",2016,"4","0_4","N/100000",76,"25.9","2.79"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_27_def.pdf",2016,"4","5_14","N/100000",41,"13.9","0.72"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_27_def.pdf",2016,"4","15_39","N/100000",131,"44.6","0.75"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_27_def.pdf",2016,"4","40_64","N/100000",45,"15.3","0.21"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_27_def.pdf",2016,"4","65+","N/100000",1,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_28.pdf",2016,"5","0_4","N/100000",98,"26.7","3.6"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_28.pdf",2016,"5","5_14","N/100000",57,"15.5","1"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_28.pdf",2016,"5","15_39","N/100000",157,"42.8","0.9"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_28.pdf",2016,"5","40_64","N/100000",53,"14.4","0.24"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_28.pdf",2016,"5","65+","N/100000",2,"0","0.02"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_29.pdf",2016,"6","0_4","N/100000",123,"28.3","4.52"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_29.pdf",2016,"6","5_14","N/100000",81,"18.7","1.42"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_29.pdf",2016,"6","15_39","N/100000",172,"39.6","0.99"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_29.pdf",2016,"6","40_64","N/100000",57,"13.1","0.26"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_29.pdf",2016,"6","65+","N/100000",1,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_30.pdf",2016,"7_8","0_4","N/100000",154,"28.5","5.65"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_30.pdf",2016,"7_8","5_14","N/100000",101,"18.7","1.76"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_30.pdf",2016,"7_8","15_39","N/100000",221,"40.9","1.27"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_30.pdf",2016,"7_8","40_64","N/100000",63,"11.7","0.29"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_30.pdf",2016,"7_8","65+","N/100000",1,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_31.pdf",2016,"9","0_4","N/100000",165,"28.3","6.41"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_31.pdf",2016,"9","5_14","N/100000",111,"19","1.94"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_31.pdf",2016,"9","15_39","N/100000",239,"40.9","1.42"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_31.pdf",2016,"9","40_64","N/100000",68,"11.6","0.31"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_31.pdf",2016,"9","65+","N/100000",0,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_32.pdf",2016,"10","0_4","N/100000",180,"28.3","6.41"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_32.pdf",2016,"10","5_14","N/100000",119,"19","1.94"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_32.pdf",2016,"10","15_39","N/100000",269,"40.9","1.42"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_32.pdf",2016,"10","40_64","N/100000",81,"11.6","0.31"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_32.pdf",2016,"10","65+","N/100000",1,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_33.pdf",2016,"11","0_4","N/100000",198,"27.3","7.7"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_33.pdf",2016,"11","5_14","N/100000",126,"17.4","2.21"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_33.pdf",2016,"11","15_39","N/100000",307,"42.3","1.83"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_33.pdf",2016,"11","40_64","N/100000",94,"12.9","0.42"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_33.pdf",2016,"11","65+","N/100000",1,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_34.pdf",2016,"12","0_4","N/100000",227,"26.9","8.82"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_34.pdf",2016,"12","5_14","N/100000",141,"16.7","2.47"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_34.pdf",2016,"12","15_39","N/100000",373,"44.2","2.22"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_34.pdf",2016,"12","40_64","N/100000",102,"12.1","0.46"
"https://github.com/fbranda/measles/blob/main/Italy/2016/bulletins/RM_News_2016_34.pdf",2016,"12","65+","N/100000",1,"0","0.01"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1","0_4","N/100000",43,"26.1","1.7"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1","5_14","N/100000",5,"2.8","0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1","15_39","N/100000",96,"58.6","0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1","40_64","N/100000",19,"11.3","0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2","0_4","N/100000",92,"22.4","3.7"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2","5_14","N/100000",26,"6.4","0.5"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2","15_39","N/100000",232,"56.5","1.4"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2","40_64","N/100000",59,"14.4","0.3"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3","0_4","N/100000",176,"21.9","7"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3","5_14","N/100000",61,"7.6","1.1"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3","15_39","N/100000",470,"58.4","2.8"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3","40_64","N/100000",97,"12.1","0.4"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4","0_4","N/100000",267,"21.2","10.7"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4","5_14","N/100000",94,"7.5","1.7"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4","15_39","N/100000",753,"59.9","4.6"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4","40_64","N/100000",135,"10.7","0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4","65+","N/100000",0,"0","0"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5","0_4","N/1000000",343,"20","138.3"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5","5_14","N/1000000",120,"7","22"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5","15_39","N/1000000",1045,"60.9","63.2"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5","40_64","N/1000000",190,"11.1","8.7"
