"url_bulletins","year","month","name_region","new_cases","total_cases","Unit","monthly_incidence"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","AP Bolzano",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","AP Trento",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Veneto",2,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Friuli-Venezia Giulia",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Liguria",23,57,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Emilia-Romagna",12,24,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Tuscany",0,12,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Marche",9,10,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Lazio",14,26,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Abruzzo",8,9,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Campania",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Apulia",12,14,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Calabria",2,9,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Sicily",1,3,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3","Sardinia",6,6,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Piedmont",32,130,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Aosta Valley",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Lombardy",21,54,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","AP Bolzano",1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","AP Trento",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Veneto",13,17,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Friuli-Venezia Giulia",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Liguria",9,66,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Emilia-Romagna",60,84,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Tuscany",4,16,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Marche",1,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Lazio",10,36,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Abruzzo",4,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Campania",1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Apulia",19,33,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Calabria",2,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Sicily",0,3,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4","Sardinia",9,15,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Piedmont",37,167,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Aosta Valley",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Lombardy",22,76,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","AP Bolzano",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","AP Trento",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Veneto",23,40,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Friuli-Venezia Giulia",1,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Liguria",4,70,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Emilia-Romagna",48,132,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Tuscany",2,18,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Marche",0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Lazio",6,42,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Abruzzo",0,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Campania",5,6,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Apulia",7,40,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Calabria",0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Sicily",0,3,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5","Sardinia",0,15,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Piedmont",5,172,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Aosta Valley",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Lombardy",6,82,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","AP Bolzano",0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","AP Trento",3,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Veneto",5,45,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Friuli-Venezia Giulia",0,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Liguria",3,73,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Emilia-Romagna",20,152,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Tuscany",0,18,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Marche",2,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Lazio",11,53,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Abruzzo",0,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Campania",1,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Apulia",7,47,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Calabria",0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Sicily",1,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6","Sardinia",3,18,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Piedmont",9,181,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Aosta Valley",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Lombardy",15,97,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","AP Bolzano",1,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","AP Trento",1,5,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Veneto",6,51,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Friuli-Venezia Giulia",0,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Liguria",3,76,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Emilia-Romagna",22,174,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Tuscany",2,20,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Marche",10,23,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Lazio",43,96,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Abruzzo",2,15,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Campania",0,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Apulia",2,49,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Calabria",0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Sicily",0,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8","Sardinia",20,38,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Piedmont",-2,179,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Aosta Valley",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Lombardy",3,100,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","AP Bolzano",0,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","AP Trento",0,5,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Veneto",0,51,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Friuli-Venezia Giulia",5,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Liguria",0,76,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Emilia-Romagna",13,187,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Tuscany",8,28,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Marche",3,26,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Lazio",8,104,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Abruzzo",0,15,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Campania",0,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Apulia",1,50,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Calabria",0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Sicily",0,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Sardinia",0,38,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Piedmont",4,183,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Aosta Valley",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Lombardy",3,103,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","AP Bolzano",0,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","AP Trento",0,5,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Veneto",0,51,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Friuli-Venezia Giulia",0,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Liguria",2,78,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Emilia-Romagna",0,187,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Tuscany",13,41,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Umbria",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Marche",8,34,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Lazio",6,110,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Abruzzo",1,16,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Molise",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Campania",0,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Apulia",0,50,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Basilicata",0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Calabria",0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Sicily",0,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Sardinia",1,39,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12","Piedmont",6,189,"N/100000",NA
