"url_bulletins","year","month","age_group","Unit","cases","cases_percent","incidence","cases_with_complication","cases_with_complication_percent","cases_with_complication_percent_total"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,3,"15_39","N/100000",470,"58.4","2.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,3,"40_64","N/100000",97,"12.1","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,3,"65+","N/100000",0,"0.0","0.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,4,"0_4","N/100000",267,"21.2","10.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,4,"5_14","N/100000",94,"7.5","1.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,4,"15_39","N/100000",753,"59.9","4.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,4,"40_64","N/100000",135,"10.7","0.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,4,"65+","N/100000",0,"0.0","0.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,5,"0_4","N/1000000",343,"20.0","138.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,5,"5_14","N/1000000",120,"7.0","22.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,5,"15_39","N/1000000",1045,"60.9","63.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,5,"40_64","N/1000000",190,"11.1","8.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,5,"65+","N/1000000",0,"0.0","0.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,6,"0_4","N/1000000",392,"19.3","157.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,6,"5_14","N/1000000",142,"7.0","25.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,6,"15_39","N/1000000",1232,"60.7","74.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,6,"40_64","N/1000000",256,"12.6","11.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,6,"65+","N/1000000",0,"0.0","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,8,"0_4","N/1000000",434,"19.3","157.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,8,"5_14","N/1000000",160,"7.1","25.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,8,"15_39","N/1000000",1358,"60.4","74.2",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,8,"40_64","N/1000000",279,"12.4","11.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,8,"65+","N/1000000",0,"0.0","0.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,9,"0_4","N/1000000",438,"19.1","180.9",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,9,"5_14","N/1000000",165,"7.2","28.9",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,9,"15_39","N/1000000",1388,"60.5","84.9",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,9,"40_64","N/1000000",289,"12.6","13.1",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,9,"65+","N/1000000",0,"0.0","0.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,10,"0_4","N/1000000",459,"19.4","190.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,10,"5_14","N/1000000",180,"7.6","31.3",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,10,"15_39","N/1000000",1416,"59.8","86.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,10,"40_64","N/1000000",296,"12.5","13.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,10,"65+","N/1000000",0,"0.0","0.6",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,11,"0_4","N/1000000",471,"19.4","194.9",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,11,"5_14","N/1000000",175,"7.2","32.0",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,11,"15_39","N/1000000",1449,"59.7","88.9",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,11,"40_64","N/1000000",306,"12.6","13.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,11,"65+","N/1000000",0,"0.0","0.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,12,"0_4","N/1000000",482,"19.1","200.7",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,12,"5_14","N/1000000",194,"7.7","33.8",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,12,"15_39","N/1000000",1513,"59.9","92.4",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,12,"40_64","N/1000000",326,"12.9","14.5",NA,NA,NA
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,12,"65+","N/1000000",0,"0.0","0.7",NA,NA,NA
