"url_bulletins","year","month","code_region","name_region","lat","lon","cases","incidence","population"
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",2,"Aosta Valley",45.73750286,7.320149366,1,"8.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",2,"Aosta Valley",45.73750286,7.320149366,1,"8.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",2,"Aosta Valley",45.73750286,7.320149366,1,"8.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",2,"Aosta Valley",45.73750286,7.320149366,0,"0.0",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",2,"Aosta Valley",45.73750286,7.320149366,3,"23.9",125653
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",21,"AP Bolzano",46.49933453,11.35662422,0,"0.0",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",21,"AP Bolzano",46.49933453,11.35662422,1,"1.9",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",21,"AP Bolzano",46.49933453,11.35662422,0,"0.0",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",21,"AP Bolzano",46.49933453,11.35662422,0,"0.0",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",21,"AP Bolzano",46.49933453,11.35662422,1,"1.9",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",21,"AP Bolzano",46.49933453,11.35662422,2,"3.8",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",21,"AP Bolzano",46.49933453,11.35662422,0,"0.0",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",21,"AP Bolzano",46.49933453,11.35662422,1,"1.9",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",21,"AP Bolzano",46.49933453,11.35662422,1,"1.9",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",21,"AP Bolzano",46.49933453,11.35662422,1,"1.9",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",21,"AP Bolzano",46.49933453,11.35662422,0,"0.0",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",21,"AP Bolzano",46.49933453,11.35662422,0,"0.0",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",21,"AP Bolzano",46.49933453,11.35662422,7,"13.2",530313
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",22,"AP Trento",46.06893511,11.12123097,1,"1.8",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",22,"AP Trento",46.06893511,11.12123097,1,"1.8",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",22,"AP Trento",46.06893511,11.12123097,0,"0.0",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",22,"AP Trento",46.06893511,11.12123097,2,"3.7",543721
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",16,"Apulia",41.12559576,16.86736689,0,"0.0",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",16,"Apulia",41.12559576,16.86736689,2,"0.5",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",16,"Apulia",41.12559576,16.86736689,5,"1.3",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",16,"Apulia",41.12559576,16.86736689,3,"0.8",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",16,"Apulia",41.12559576,16.86736689,7,"1.8",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",16,"Apulia",41.12559576,16.86736689,6,"1.5",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",16,"Apulia",41.12559576,16.86736689,1,"0.3",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",16,"Apulia",41.12559576,16.86736689,1,"0.3",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",16,"Apulia",41.12559576,16.86736689,0,"0.0",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",16,"Apulia",41.12559576,16.86736689,2,"0.5",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",16,"Apulia",41.12559576,16.86736689,11,"2.8",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",16,"Apulia",41.12559576,16.86736689,12,"3.0",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",16,"Apulia",41.12559576,16.86736689,50,"12.6",3975528
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",17,"Basilicata",40.63947052,15.80514834,1,"1.8",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",17,"Basilicata",40.63947052,15.80514834,2,"3.6",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",17,"Basilicata",40.63947052,15.80514834,0,"0.0",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",17,"Basilicata",40.63947052,15.80514834,1,"1.8",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",17,"Basilicata",40.63947052,15.80514834,2,"3.6",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",17,"Basilicata",40.63947052,15.80514834,0,"0.0",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",17,"Basilicata",40.63947052,15.80514834,0,"0.0",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",17,"Basilicata",40.63947052,15.80514834,0,"0.0",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",17,"Basilicata",40.63947052,15.80514834,1,"1.8",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",17,"Basilicata",40.63947052,15.80514834,1,"1.8",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",17,"Basilicata",40.63947052,15.80514834,0,"0.0",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",17,"Basilicata",40.63947052,15.80514834,0,"0.0",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",17,"Basilicata",40.63947052,15.80514834,8,"14.3",558587
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",18,"Calabria",38.90597598,16.59440194,31,"16.2",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",18,"Calabria",38.90597598,16.59440194,34,"17.8",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",18,"Calabria",38.90597598,16.59440194,21,"11.0",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",18,"Calabria",38.90597598,16.59440194,30,"15.7",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",18,"Calabria",38.90597598,16.59440194,19,"9.9",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",18,"Calabria",38.90597598,16.59440194,11,"5.8",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",18,"Calabria",38.90597598,16.59440194,17,"8.9",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"8",18,"Calabria",38.90597598,16.59440194,8,"4.2",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"9",18,"Calabria",38.90597598,16.59440194,5,"2.6",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"10",18,"Calabria",38.90597598,16.59440194,0,"0.0",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"11",18,"Calabria",38.90597598,16.59440194,0,"0.0",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"12",18,"Calabria",38.90597598,16.59440194,0,"0.0",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"Total",18,"Calabria",38.90597598,16.59440194,176,"92.0",1912021
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",15,"Campania",40.83956555,14.25084984,2,"0.3",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",15,"Campania",40.83956555,14.25084984,10,"1.7",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",15,"Campania",40.83956555,14.25084984,40,"7.0",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",15,"Campania",40.83956555,14.25084984,35,"6.1",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",15,"Campania",40.83956555,14.25084984,24,"4.2",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",15,"Campania",40.83956555,14.25084984,19,"3.3",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",15,"Campania",40.83956555,14.25084984,23,"4.0",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",15,"Campania",40.83956555,14.25084984,21,"3.7",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",15,"Campania",40.83956555,14.25084984,21,"3.7",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",15,"Campania",40.83956555,14.25084984,48,"8.4",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",15,"Campania",40.83956555,14.25084984,18,"3.1",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",15,"Campania",40.83956555,14.25084984,28,"4.9",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",15,"Campania",40.83956555,14.25084984,289,"50.3",5740291
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",8,"Emilia-Romagna",44.49436681,11.3417208,1,"0.2",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",8,"Emilia-Romagna",44.49436681,11.3417208,5,"1.1",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",8,"Emilia-Romagna",44.49436681,11.3417208,4,"0.9",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",8,"Emilia-Romagna",44.49436681,11.3417208,13,"2.9",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",8,"Emilia-Romagna",44.49436681,11.3417208,31,"7.0",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",8,"Emilia-Romagna",44.49436681,11.3417208,27,"6.1",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",8,"Emilia-Romagna",44.49436681,11.3417208,5,"1.1",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",8,"Emilia-Romagna",44.49436681,11.3417208,3,"0.7",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",8,"Emilia-Romagna",44.49436681,11.3417208,0,"0.0",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",8,"Emilia-Romagna",44.49436681,11.3417208,2,"0.4",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",8,"Emilia-Romagna",44.49436681,11.3417208,3,"0.7",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",8,"Emilia-Romagna",44.49436681,11.3417208,5,"1.1",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",8,"Emilia-Romagna",44.49436681,11.3417208,99,"22.2",4459453
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,"0.0",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,5,"4.1",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,"0.8",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,"0.0",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,"0.8",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,"0.8",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,"0.0",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,"0.0",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,6,"5.0",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,6,"5.0",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,"0.8",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,"0.8",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,22,"18.2",1210414
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",12,"Lazio",42,12,52,"9.0",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",12,"Lazio",42,12,64,"11.1",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",12,"Lazio",42,12,28,"4.9",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",12,"Lazio",42,12,23,"4.0",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",12,"Lazio",42,12,21,"3.6",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",12,"Lazio",42,12,17,"2.9",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",12,"Lazio",42,12,15,"2.6",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",12,"Lazio",41.89277044,12.48366722,11,"1.9",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",12,"Lazio",41.89277044,12.48366722,8,"1.4",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",12,"Lazio",41.89277044,12.48366722,7,"1.2",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",12,"Lazio",41.89277044,12.48366722,5,"0.9",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",12,"Lazio",41.89277044,12.48366722,10,"1.7",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",12,"Lazio",41.89277044,12.48366722,261,"45.2",5773076
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",7,"Liguria",44.41149315,8.9326992,14,"9.1",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",7,"Liguria",44.41149315,8.9326992,0,"0.0",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",7,"Liguria",44.41149315,8.9326992,4,"2.6",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",7,"Liguria",44.41149315,8.9326992,10,"6.5",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",7,"Liguria",44.41149315,8.9326992,11,"7.2",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",7,"Liguria",44.41149315,8.9326992,11,"7.2",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",7,"Liguria",44.41149315,8.9326992,1,"0.7",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",7,"Liguria",44.41149315,8.9326992,0,"0.0",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_45.pdf",2018,"9",7,"Liguria",44.41149315,8.9326992,1,"0.7",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_46.pdf",2018,"10",7,"Liguria",44.41149315,8.9326992,0,"0.0",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_47.pdf",2018,"11",7,"Liguria",44.41149315,8.9326992,1,"0.7",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"12",7,"Liguria",44.41149315,8.9326992,1,"0.7",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_48_def.pdf",2018,"Total",7,"Liguria",44.41149315,8.9326992,54,"35.2",1532980
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_38.pdf",2018,"1",3,"Lombardy",45.46679409,9.190347404,5,"0.5",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_39.pdf",2018,"2",3,"Lombardy",45.46679409,9.190347404,8,"0.8",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_40.pdf",2018,"3",3,"Lombardy",45.46679409,9.190347404,29,"2.9",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_41.pdf",2018,"4",3,"Lombardy",45.46679409,9.190347404,33,"3.3",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_42.pdf",2018,"5",3,"Lombardy",45.46679409,9.190347404,25,"2.5",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"6",3,"Lombardy",45.46679409,9.190347404,30,"3.0",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_43.pdf",2018,"7",3,"Lombardy",45.46679409,9.190347404,10,"1.0",10010833
"https://github.com/fbranda/measles/blob/main/Italy/2018/bulletins/RM_News_2018_44.pdf",2018,"8",3,"Lombardy",45.46679409,9.190347404,8,"0.8",10010833
