"url_bulletins","year","month","code_region","name_region","lat","long","new_cases","total_cases","Unit","monthly_incidence"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",14,"Molise",41.55774754,14.65916051,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",15,"Campania",40.83956555,14.25084984,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",16,"Apulia",41.12559576,16.86736689,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",17,"Basilicata",40.63947052,15.80514834,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",18,"Calabria",38.90597598,16.59440194,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",19,"Sicily",38.11569725,13.3623566999999,1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_02.pdf",2014,"1",20,"Sardinia",39.21531192,9.110616306,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",1,"Piedmont",45.0732745,7.680687483,37,71,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",3,"Lombardy",45.46679409,9.190347404,12,14,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",21,"AP Bolzano",46.49933453,11.35662422,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",22,"AP Trento",46.06893511,11.12123097,1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",5,"Veneto",45.43490485,12.33845213,2,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",7,"Liguria",44.41149315,8.9326992,13,34,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",8,"Emilia-Romagna",44.49436681,11.3417208,8,12,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",9,"Tuscany",43.76923077,11.25588885,12,12,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",10,"Umbria",43.10675841,12.38824698,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",11,"Marche",43.61675973,13.5188753,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",12,"Lazio",41.89277044,12.48366722,12,12,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",13,"Abruzzo",42.35122196,13.39843823,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",14,"Molise",41.55774754,14.65916051,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",15,"Campania",40.83956555,14.25084984,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",16,"Apulia",41.12559576,16.86736689,2,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",17,"Basilicata",40.63947052,15.80514834,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",18,"Calabria",38.90597598,16.59440194,7,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",19,"Sicily",38.11569725,13.3623566999999,1,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_03.pdf",2014,"2",20,"Sardinia",39.21531192,9.110616306,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",1,"Piedmont",45.0732745,7.680687483,27,98,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",3,"Lombardy",45.46679409,9.190347404,19,33,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",21,"AP Bolzano",46.49933453,11.35662422,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",22,"AP Trento",46.06893511,11.12123097,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",5,"Veneto",45.43490485,12.33845213,2,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",7,"Liguria",44.41149315,8.9326992,23,57,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",8,"Emilia-Romagna",44.49436681,11.3417208,12,24,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",9,"Tuscany",43.76923077,11.25588885,0,12,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",10,"Umbria",43.10675841,12.38824698,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",11,"Marche",43.61675973,13.5188753,9,10,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",12,"Lazio",41.89277044,12.48366722,14,26,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",13,"Abruzzo",42.35122196,13.39843823,8,9,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",14,"Molise",41.55774754,14.65916051,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",15,"Campania",40.83956555,14.25084984,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",16,"Apulia",41.12559576,16.86736689,12,14,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",17,"Basilicata",40.63947052,15.80514834,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",18,"Calabria",38.90597598,16.59440194,2,9,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",19,"Sicily",38.11569725,13.3623566999999,1,3,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_04.pdf",2014,"3",20,"Sardinia",39.21531192,9.110616306,6,6,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",1,"Piedmont",45.0732745,7.680687483,32,130,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",3,"Lombardy",45.46679409,9.190347404,21,54,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",21,"AP Bolzano",46.49933453,11.35662422,1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",22,"AP Trento",46.06893511,11.12123097,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",5,"Veneto",45.43490485,12.33845213,13,17,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",7,"Liguria",44.41149315,8.9326992,9,66,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",8,"Emilia-Romagna",44.49436681,11.3417208,60,84,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",9,"Tuscany",43.76923077,11.25588885,4,16,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",10,"Umbria",43.10675841,12.38824698,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",11,"Marche",43.61675973,13.5188753,1,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",12,"Lazio",41.89277044,12.48366722,10,36,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",13,"Abruzzo",42.35122196,13.39843823,4,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",14,"Molise",41.55774754,14.65916051,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",15,"Campania",40.83956555,14.25084984,1,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",16,"Apulia",41.12559576,16.86736689,19,33,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",17,"Basilicata",40.63947052,15.80514834,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",18,"Calabria",38.90597598,16.59440194,2,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",19,"Sicily",38.11569725,13.3623566999999,0,3,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_05.pdf",2014,"4",20,"Sardinia",39.21531192,9.110616306,9,15,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",1,"Piedmont",45.0732745,7.680687483,37,167,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",3,"Lombardy",45.46679409,9.190347404,22,76,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",21,"AP Bolzano",46.49933453,11.35662422,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",22,"AP Trento",46.06893511,11.12123097,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",5,"Veneto",45.43490485,12.33845213,23,40,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,1,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",7,"Liguria",44.41149315,8.9326992,4,70,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",8,"Emilia-Romagna",44.49436681,11.3417208,48,132,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",9,"Tuscany",43.76923077,11.25588885,2,18,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",10,"Umbria",43.10675841,12.38824698,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",11,"Marche",43.61675973,13.5188753,0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",12,"Lazio",41.89277044,12.48366722,6,42,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",13,"Abruzzo",42.35122196,13.39843823,0,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",14,"Molise",41.55774754,14.65916051,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",15,"Campania",40.83956555,14.25084984,5,6,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",16,"Apulia",41.12559576,16.86736689,7,40,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",17,"Basilicata",40.63947052,15.80514834,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",18,"Calabria",38.90597598,16.59440194,0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",19,"Sicily",38.11569725,13.3623566999999,0,3,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_06.pdf",2014,"5",20,"Sardinia",39.21531192,9.110616306,0,15,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",1,"Piedmont",45.0732745,7.680687483,5,172,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",3,"Lombardy",45.46679409,9.190347404,6,82,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",21,"AP Bolzano",46.49933453,11.35662422,0,1,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",22,"AP Trento",46.06893511,11.12123097,3,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",5,"Veneto",45.43490485,12.33845213,5,45,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",7,"Liguria",44.41149315,8.9326992,3,73,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",8,"Emilia-Romagna",44.49436681,11.3417208,20,152,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",9,"Tuscany",43.76923077,11.25588885,0,18,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",10,"Umbria",43.10675841,12.38824698,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",11,"Marche",43.61675973,13.5188753,2,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",12,"Lazio",41.89277044,12.48366722,11,53,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",13,"Abruzzo",42.35122196,13.39843823,0,13,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",14,"Molise",41.55774754,14.65916051,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",15,"Campania",40.83956555,14.25084984,1,7,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",16,"Apulia",41.12559576,16.86736689,7,47,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",17,"Basilicata",40.63947052,15.80514834,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",18,"Calabria",38.90597598,16.59440194,0,11,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",19,"Sicily",38.11569725,13.3623566999999,1,4,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",20,"Sardinia",39.21531192,9.110616306,3,18,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",1,"Piedmont",45.0732745,7.680687483,9,181,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",2,"Aosta Valley",45.73750286,7.320149366,0,0,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",3,"Lombardy",45.46679409,9.190347404,15,97,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",21,"AP Bolzano",46.49933453,11.35662422,1,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",22,"AP Trento",46.06893511,11.12123097,1,5,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",5,"Veneto",45.43490485,12.33845213,6,51,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,2,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",7,"Liguria",44.41149315,8.9326992,3,76,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",8,"Emilia-Romagna",44.49436681,11.3417208,22,174,"N/100000",NA
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",9,"Tuscany",43.76923077,11.25588885,2,20,"N/100000",NA
