"url_bulletins","year","month","comorbidity","comorbidity_cases","comorbidity_percent"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Insufficienza respiratoria",40,"2.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Laringotraccheobronchite",25,"1.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Trombocitopenia",16,"1.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Convulsioni",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9","Encefalite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Diarrea",208,"12.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Stomatite",92,"5.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Altra complicanza",32,"2.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Polmonite",82,"5.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Cheratocongiuntivite",76,"4.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Otite",39,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Epatite",58,"3.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Insufficienza respiratoria",40,"2.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Laringotraccheobronchite",26,"1.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Trombocitopenia",16,"1.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Convulsioni",2,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10","Encefalite",0,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Diarrea",211,"12.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Stomatite",95,"5.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Altra complicanza",55,"3.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Polmonite",83,"5.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Cheratocongiuntivite",76,"4.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Otite",40,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Epatite",60,"3.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Insufficienza respiratoria",41,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Laringotraccheobronchite",27,"1.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Trombocitopenia",17,"1.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Convulsioni",2,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11_12.pdf",2014,"11_12","Encefalite",0,"0.0"
